,nickname,text,score,like,dislike,time,watch_movie
29,쿠앤크(dmst****),진부하지만 첫사랑을 잘 표현한 것 같아서 참 좋네요~ 언니는 좀 실망했다는데 전 재미있게 보고 왔던 영화입니다~,8,0,0,2013-06-22 00:49:00,0
30,푸른파도(blue****),너무 진부한듯한 멜로라서 좀 아쉬웠어요. 좀더 애틋하고 안타까운 감정이 들것 같았는데 너무 억지스럽다는 느낌도 있는듯해서 기대가 너무커서인지 아쉬움이 남는 영화였습니다~,6,0,0,2013-06-22 00:35:00,0
31,겸댕(skin****),은은하게 다가 오지만 유치하고 진부한 내용에 대한 아쉬움,6,0,0,2013-06-21 15:54:00,0
32,yuxi****,강추합니다!!!기대안하고 가지만 의외로 넘 잼잇어음여군데 친구는 옆에서 슬그머니 눈물 흘리네요^^,10,0,0,2013-06-21 15:14:00,0
33,나르는 너구리(minj****),전형적인 한국형멜로 예측가능결말 그러나 눈물은 주룩주룩,5,0,0,2013-06-21 14:27:00,0
34,매력남(char****),재미있어요~!!,10,0,0,2013-06-21 12:58:00,0
35,천싸(cjsl****),웃다가 울다가....   연인사이에 보면 정말 좋은영화 추천합니다.,9,0,0,2013-06-21 09:25:00,0
36,병살처리(soli****),뻔하고 유치한것들이 잘 조화되니 어느새 눈에 눈물이 주룩주룩?  감동은 뻔하고 유치한것에서 시작하고 원래 사랑은 유치한것이니까,10,1,1,2019-08-07 22:39:00,0
37,안유진(kmo7****),jhkhgjfghjd,1,1,1,2019-06-10 00:49:00,0
38,파이키아(vkdl****),옛사랑을 생각나게 하는 영화.잔잔한 감동이 있어서 좋았어요.,9,1,1,2019-04-11 11:23:00,0
39,레전드킬러(lege****),눈물 콧물 짜내면서 보는내내 오열했다.  감동 쵝오!!!,10,1,1,2019-02-11 10:00:00,0
40,호정호정(hoje****),"전반은중국,후반은한국이만든거같다.중2때중국어시간에보여줬는데진짜남중인디ㅣ단체폭풍오열ㅠㅠㅠ",10,1,1,2018-06-10 02:09:00,0
41,나그네(kjsj****),너무 애닯고 슬픈 사랑 이야기네요. 감동적이네요,10,1,1,2018-03-24 21:09:00,0
42,amy4****,뻔한내용이지만 내  최고의 로맨스영화,10,1,1,2018-03-19 00:22:00,0
43,김주현(wing****),마음이 아려오는 영화.. 이렇게 안타까울 수 있을까 ㅜ,10,1,1,2018-02-28 01:25:00,0
44,fbwnsduf(gpwn****),둘이서 같이 울때 나도 펑펑 따라울었다. 두사람의 사랑이 조금이라도 오래가기를 간절히 바랐다.,10,1,1,2018-01-27 02:38:00,0
45,black(dolk****),이런 영화가 또 나왔으면... 엔딩이 너무 슬프다,10,1,1,2018-01-19 17:42:00,0
46,깡이(kang****),"보는 내내 웃다가 울다가, 영화가 끝나고 남는 여운.. 사랑에 대해 다시 한번 생각하게되는 꼭 봐야하는 영화.. 몇번을 더 볼것같다..",9,1,1,2018-01-06 15:12:00,0
47,장박(hell****),여주 남주 둘다 너무 사랑스럽다 그만큼 아프다,8,1,1,2017-12-20 20:13:00,0
48,셍(dkst****),이영화....인생영화 등극입니다 간만에 눈물 쏙 뺐네요 여러분들 1200원 밖에 안하니까 구매하셔서 새벽에 보세요...추천합니다!!!!,10,1,1,2017-12-20 01:26:00,0
49,허허허(jhos****),"맥주를한잔 마시고봐서 그런지, 인생영화급으로 눈물펑펑쏟으면서 본거같다. 평소에 중국영화를 덜 보는 편인데, 이렇게 감성이 맞을지는 몰랐다. 정말 추천하고싶은, 그리고 다음에 다시한번 꼭보고싶은 영화다.",10,1,1,2017-11-23 00:48:00,0
50,차슥이(rlad****),가볍게 보려고 한건데 나쁘지않았어요.,9,1,1,2017-11-22 23:15:00,0
51,오축(gisu****),청첩장 줄 때 반전 그리고 슬프고 아련한 마무리ㅠ.ㅠ,10,1,1,2017-11-11 18:18:00,0
52,민주(minj****),"잊지 못할 영화 top3, 후반 40분부터 폭풍오열ㅠㅠ뻔한 스토리라지만 그렇지 않은 스토리",10,1,1,2017-10-01 16:38:00,0
53,은지은지은지(eunj****),뻔하지만 너무 슬프다 후반부 40분 내내 폭풍오열함,10,1,1,2017-09-29 21:20:00,0
54,붐붐이(ksk5****),뻔한소토리지만 재미남,7,1,1,2017-09-02 22:08:00,0
55,MJie(tjdg****),"개인적으로 재미있게 봤고, 슬프지만 뻔한 결말... 둘의 행복한 모습이 보고싶다.",8,1,1,2017-08-16 19:53:00,0
56,민(miny****),수지가 여주 닮음....,10,1,1,2017-08-02 22:41:00,0
57,하니(dugk****),음 .. 모르겠다 스토리가 뭔가 아쉬워서 그런지 여운이 잘 안남네,2,1,1,2017-07-12 00:54:00,0
58,복숭아썬(hsyb****),전 진짜 재밌게 봤어요. 생각보다 안 진부하게 감각을 잘 만들어내신 것 같아요. 둘의 사랑도 너무 예쁘구요?,9,1,1,2017-05-07 07:55:00,0
59,리날두(kd10****),너무갑자기 반전이 일어나서...,9,1,1,2017-03-11 22:49:00,0
60,smrly(danl****),편집이 조금만 더 자연스러웠다면 더 큰 여운을 줄 수 있었을 텐데. 그래도 영화 좋다. 바이바이허는 차분한 수지 느낌이 나네.,9,1,1,2016-10-22 10:48:00,0
61,빵키키(bban****),머가 이렇게 슬퍼요ㅠㅠ,9,1,1,2016-10-04 03:42:00,0
62,박씨(smsm****),리싱이 거짓말하고나서 차오차오와 뽀뽀하는 장면에서 보기싫다라는 느낌을 받았다. 그냥 거짓말도아니고.....그 거짓말이 장난이라고 해서 망설임 없이 키스를 받아들이는 차오차오가 너무 이해가 안갔음.,1,1,1,2016-08-27 23:57:00,0
63,바닐라라떼(hamt****),전반 한시간은 재미있고 안타까우면서도 사랑스럽다면 후반 한 시간은 슬프면서도 아름답고 애틋하다. 한국에선 여주의 불치병은  과거드라마의 단골소재였는데 막상 중국배우들로 하니까 식상함이 덜한것 같다. 이별의 시간이 와...,9,1,1,2016-07-10 06:36:00,0
64,ende****,배우의 매력에 흠뻑 빠져든다. 큰 기대를 안하고 본다면 누구나 즐길 수 있는 아름다운 색감이 있는 영화.,8,1,1,2016-06-26 23:38:00,0
65,사쿤(sb65****),뻔한내용이지만 슬프고 감동적인 내용 그리고 요리와 그릇 참좋았습니다.,9,1,1,2016-06-18 16:59:00,0
66,유씨(hyde****),당신이 예상했던 바로 그 전개의 그 결말 ㅋㅋ유치하다고 해도 울거라는  기자리뷰가 적절하다.  평점도 적당히 5점,5,1,1,2016-06-07 18:09:00,0
67,yoon****,일본 영화를 많이본 한국감독이 만든 중국영화,2,1,1,2016-06-07 01:23:00,0
68,버럭(star****),진부함을 싫어하면 보지마라.... 뻔한 스토리라도 이런 여운은 아무영화에서나 못준다. 배우들 연기도 훌륭했고..,10,1,1,2016-06-02 16:00:00,0
69,박정언(kyli****),이런 정서가 너무 좋다.,10,1,1,2016-05-22 01:20:00,0
70,노마드(inwo****),중국영화를 다시 보게 됨,10,1,1,2016-05-03 17:38:00,0
71,pjc2****,진짜 재밋네요.. 진짜 재밋어요!!ㅋㅋㅋ,10,1,1,2016-04-24 18:59:00,0
72,달(dlan****),유치하고 아주 뻔한 스토리...,4,1,1,2016-04-13 07:05:00,0
73,ashl****,"식상한 내용이지만, 배우들의 연기 덕분에 잘 봤습니다",8,1,1,2016-04-09 03:06:00,0
74,okre****,너무너무 진부해서 오글오글하지만 알면서도 그냥 울면서 보는 것,8,1,1,2016-04-03 06:14:00,0
75,러브진(have****),뻔한 스토리인만큼 이 영화를 보는 사람들은 다 울정도로 너무 슬픈영화이며 진짜 여운남고 슬픈영화들은 마지막 10분이 제일 슬픈거같아요 이영화도 물론 그렇죠,10,1,1,2016-02-29 16:33:00,0
76,pino****,박평식 많이 유해졌네 이런 영화에 4점이나 주고,1,1,1,2016-02-22 15:13:00,0
77,전현준(daws****),사랑을 알던 모르던 슬픔은 전달된다....,10,1,1,2016-02-19 02:19:00,0
78,배꼽(1999****),지루하지 않고 재미있으면서도 감동도 주는 영화. 그리고 예쁜 여배우를 한명 더 알아간다 ㅋㅋ 펑위옌 연기도 좋았음,10,1,1,2016-02-18 22:06:00,0
79,senz****,연인이 헤어지는 이유를 아는데 걸리는 시간은. 모두다르다,10,1,1,2016-02-01 20:10:00,0
80,브니(jhj8****),별 기대 안하고 오랜만에 로맨스영화 보고싶어서 봤는데 진짜 오열하면서 봄... 좀 유치하긴 하지만 진짜bb,10,1,1,2016-01-27 14:00:00,0
81,fbwk****,바이바이허라는 배우를 알게된 것은 행운이다,10,1,1,2015-12-30 04:58:00,0
82,han3****,뻔하다 그리고 슬프다...이 두단어로 모든게 설명되는 영화,8,1,1,2015-11-24 23:53:00,0
83,노코멘또(sjss****),스토리가 왜이리 촌스럽냐 ㅋㅋ 배우들은 보기 좋았음,5,1,1,2015-11-01 22:34:00,0
84,이도연(pink****),걍 보세요..굳굳. 안보면 후회....,10,1,1,2015-08-29 01:47:00,0
85,야야투레미파솔라시도(hoji****),진짜 뻔하긴 한데 정말 슬프다 뻔한데 알면서도 속으면서도 슬픈영화 정말 감동적이다 이런 사랑 해볼수 있을까,10,1,1,2015-07-26 02:49:00,0
86,1234****,진짜 짱짱 이야   bbbb,10,1,1,2015-07-16 19:41:00,0
87,찹살떡(rlag****),그냥 좋네요 가슴저리게,10,1,1,2015-05-15 20:20:00,0
88,아이엠Unee(para****),"이거 보고 안우는 사람이 있을까.. 스토리와 결말이 예상되는, 어찌보면 뻔한 영화지만 보고 있으니 나도 모르게 눈물이 흘렀다.슬픔보다 더 슬픈이야기 다음으로 울면서 봤던 영화로 한동안 내 기억속에서 떠나가지 않을 듯...",10,1,1,2015-04-29 08:58:00,0
89,tls7****,정말 뻔한스토리지만 대사가 가슴을 쥐어짜네요~마지막프로포즈할때무지울었네~바이바이허도 이쁘고하여간볼만합니다.,10,1,1,2015-04-28 03:59:00,0
90,맑음(sunn****),아무 기대 없이 타임킬링용으로 본 영화였는데 생각보다 수작이었음. 연출도 이정도면 훌륭했고 여주인공 수지닮았음 ♥,10,1,1,2015-04-03 21:42:00,0
91,시절인연(2328****),보면서 많이도 울었던영화,10,1,1,2015-02-23 20:14:00,0
92,한지혜(wlgp****),여자주인공의 성격도 너무 좋았고 예상됬지만 실망스럽지 않은 작품인겄같다. 이렇게 평점 쓰는 것도 처음인데 너무 추천하고 싶은 작품이다.,10,1,1,2015-02-12 14:24:00,0
93,은빛연어(hara****),슬프지만 꼭 봐야할 영화..전문가평점좀 사라졌으면 좋겠다 저것들이 감히 평가할 수 있을까,10,1,1,2014-08-24 04:51:00,0
94,Jesture(kimj****),영화의 분위기는 좋았으나 진부하고 뻔한스토리 약간 정서도 안맞는듯,6,1,1,2014-08-17 07:44:00,0
95,CASIO(csho****),첫사랑을 다시 떠오르게 하는 영화 학교에서 한번보고 다시 생각나서 보니 눈물이나네요,10,1,1,2014-08-15 01:20:00,0
96,한유(han_****),뭔가 뻔한것같으면서도 울고있는 나...,10,1,1,2014-08-07 02:49:00,0
97,진돌뤼(ljh9****),꺼이 꺼이 ㅎㅎ  ㅜㅠ 슬푸당  ㅜㅠ,10,1,1,2014-08-06 22:56:00,0
98,케이(zxcq****),슬프고 참 좋은영화입니다ㅠ,10,1,1,2014-08-06 15:08:00,0
99,hans****,얼마전 이년 넘게 만난 남자친구랑 헤어지고 봐서 그런지 엉엉 울면서 봤다영화를 보는 내내 나도 저런 사랑을 할 수 있을까 라는 생각을 들게 만든 가슴저미는 영화였다..,9,1,1,2014-07-23 00:08:00,0
