,nickname,text,score,like,dislike,time,watch_movie
57,단비(kiss****),억지스러움에서 오글거림. 특히 처음 부분의 억지스러움은 박차고 상영관을 나가고 싶은 심정이었음.,1,12,12,2013-06-26 16:06:00,0
58,ㅎㅎ(tnql****),뻔하지만 지루하지 않음,10,13,13,2014-07-22 17:13:00,0
59,감지호(rkaw****),말이 필요없음ㅠㅠㅠ멋있다 폭풍감동,10,13,13,2014-07-21 19:43:00,0
60,성팔이(kdy2****),볼만함 그리고 좀 아쉬운 결말,8,0,1,2018-07-25 20:12:00,0
61,킬러(gomd****),울고 싶은 마음에 울 타이밍만 기다리고 있었던 거에 비하면....,6,0,1,2018-06-10 00:20:00,0
62,권선징악(park****),눈물질질짜면서 후기적습니다 그냥 눈물만 납니다...30분쨰,10,0,1,2018-05-14 22:36:00,0
63,zz(z12z****),오늘까지 해서 3번 보는 영화인데도 여전히 슬픔.나한텐 인생영화임,10,0,1,2018-05-14 04:36:00,0
64,썬(hana****),뭐가 뻔하다는건지는 모르겠어요; 이해잘하면서 보면 진짜 감동적이고 슬퍼요,10,0,1,2018-03-10 14:35:00,0
65,ajh8****,슬프지만 사랑스러운 멜로,10,0,1,2018-03-01 17:24:00,0
66,Seonwoo(sont****),뻔하지만... 가끔은 이렇게 가슴 시리면서 따뜻한 이야기도 가끔씩 우리의 삶에 필요하지 않을까.,8,0,1,2017-08-11 19:48:00,0
67,ys94hub(94hu****),"어우...유치해...전부 예상가능한 전형적 신파극. 왜 이렇게 2000년대 가을동화나 겨울연가같은 드라마 느낌이 날까 했는데, 알고보니 한국인 감독. 솔직히 지금은 이 코드 안맞지않나. 아직도 이런 진부한 설정으로 ...",5,0,1,2017-08-06 00:30:00,0
68,소나타(sona****),2/3정도는 고구마 100개 정도.. 이런 전개 정말 안좋아해요. 서로 좋아하면서 왜 싫어하는 척 연기를 하는 거죠.. 좋아하기 때문에 그렇다는 걸 알지만요.. 마지막 1/3은 많이 울었습니다. 초반 고구마를 견디실...,7,0,1,2017-05-22 00:03:00,0
69,Grace(grac****),방심했다가 펑펑 울었습니다. 초반에는 웃고 있다가 점점 눈물이 멈추지 않고 엔딩크레딧까지 울고 있는 자신을 발견하게 될 겁니다. 아이 마음아파 ㅜㅜ,10,0,1,2017-03-11 21:14:00,0
70,leeh****,젊은 계약에서 늙은 결말로,3,0,1,2017-03-09 10:55:00,0
71,꽁치의 맛(cjfg****),중국 영화계는 정말 멜로를 너무 잘 만들어...,8,0,1,2017-01-02 00:14:00,0
72,꼬쩨로(rkeh****),"영화를 보면서 물론 남자가 여자를 위해 무언가를 한다는 걸 느꼈지만, 그 눈에 보이는 것에 있어서 더 간절함을 느꼈고, 그래서 더 애틋하게 다가오는 감정 때문에 더 눈물이 꺼이꺼이 흘리게 되는 영화인거 같아요. 적극...",10,0,1,2016-09-21 01:39:00,0
73,ㄱ(dbgh****),보는내내펑펑울었음.. 아직도 짠함,10,0,1,2016-09-12 02:00:00,0
74,봉순아빠(sue2****),진짜 뻔한스토리~하지만 배우들의 감성이 그대로 전달돼 눈물을 흘릴수밖에 없는영화~,8,0,1,2016-08-04 14:06:00,0
75,22ck****,뻔하지만...감동....,10,0,1,2016-07-29 14:34:00,0
76,옌(sang****),혼자 보면 꺼이꺼이 소리내서 울 영화... 내가 이런 느낌의 영화를 좋아하는 줄 나도 몰랐다,10,0,1,2016-07-20 17:48:00,0
77,womgsolo(pc06****),노예계약이라도 좋으니 예쁜여친 있었음 좋겠다,9,0,1,2016-05-29 22:48:00,0
78,중원의사령관기지배(yks7****),남자는 하석진 보급형 여자는 수지 보급형,10,0,1,2015-09-06 02:12:00,0
79,ybyb****,너무너무 사랑스럽다 스토리의 엉성함까지 커버가능할 정도로,6,0,1,2015-03-15 11:13:00,0
80,방긋(cmo4****),영화는좋았으나 한국감독이중국가서작업한게걸리네요 향후10년사이에 거대자본중국에게 기술력을뺏기고 한국영화가쇠퇴하게될것이염려되네요 실제 대만이그랬다고하네요...,8,0,1,2015-02-21 02:15:00,0
81,박데렐라(pink****),뻔한 내용이지만 눈물 펑펑ㅠㅠ 사랑은 아름답다♥,8,0,1,2014-11-26 13:50:00,0
82,비달사슴(pnh8****),"대만 청설같은 종류의 로맨스 영화를 많이 찾고 있엇는데, 청설을 볼려다 우연히 보게 되었네요. 정말 슬펐고, 오랜만에 영화보다가 많이 울었네요 너무 슬픕니다...",10,0,1,2014-11-24 00:03:00,0
83,채원(mkjs****),보면서 너무 재밌었다 다시 보고싶은 영화!,10,0,1,2014-11-09 08:00:00,0
84,우헤헤(juni****),폭풍오열ㅠㅜㅠㅍ퓨ㅠ,10,0,1,2014-11-08 16:09:00,0
85,SunMin(sunm****),눈물날 만큼 감동적인 영화,10,0,1,2014-10-25 14:56:00,0
86,꿈이있는그대(hnnl****),뻔한 멜로영화 속 줄거리가 가슴 아프도록 마음 시리다.,10,0,1,2014-10-20 22:25:00,0
87,dnjs****,굿굿 나이스굿 베리베리굿,10,0,1,2014-10-20 04:36:00,0
88,안늉ㅇ(jisu****),"내용은 뻔하지만 남주 여주 둘 다 너무 마음에 들고, 색감이 이뻤음감성적ㅠㅠㅠ♥ OST도 너무 좋음",10,0,1,2014-10-18 11:48:00,0
89,qinqin(qinq****),^^b 생각보다 감동적이고 재밌었어요 보길 잘한 영화,10,0,1,2014-10-14 10:27:00,0
90,진(rexs****),두 장르의 영화를 눈깜짝할사이에 연결시켜버렸다 그리고어느새 눈가에 눈물가득,10,0,1,2014-10-09 05:32:00,0
91,카리스마(last****),옛생각도 나면서 너무 슬프네요.ㅠㅠ,10,0,1,2014-10-07 00:49:00,0
92,DeStill(plen****),이런경험이있어서인지내이야기같기도하고..마음이많이아팠고 많이공감하고울었던것같음 정말베스트영화나에게는,10,0,1,2014-10-06 23:56:00,0
93,alsl****,"내용의 전개가 몰입을 방해합니다좀더 러닝타임을 길게해서라도 슬프게 했다면 아님 좀도 전반부 둘의 사랑을 아름답게 표현했다면 둘의 아픔이 더욱더 와닿았을 텐데..가슴아픈 시나리오는 분명하나 그냥 그게 끝입니다몰입,공감...",6,0,1,2014-08-14 01:25:00,0
94,sant****,내 남자 친구의 결혼식 중국 리메이크... 왜? 뭣 때문에? @@ 우리나라 감독의 연출력도 배우들 매력도 모르겠고. 제작비 안 들인것도 아니고...,5,0,1,2014-07-22 16:05:00,0
95,망고개미(skwo****),독특하고 귀여운 로멘스로 시작해서 한국형 막장신파로 마무리...,6,0,1,2013-10-12 00:59:00,0
96,눈물빛(shfe****),"스토리는 진부하지만, 그들의 연기는 빛이 난다~",7,0,1,2013-07-09 00:52:00,0
97,꽃민주(mj12****),뻔한 내용 속에서도 배우들 연기가 영화를 살리네요! 울면서 봤어여 ㅜㅜ,10,0,1,2013-06-30 21:40:00,0
98,keri****,후반부에 눈물 글썽글썽 ㅠㅠ 청설에서도 엄마 아들로 나오더니 여기서도네 ㅋㅋ,10,0,1,2013-06-29 15:29:00,0
99,케크(nyor****),펑위옌 매력 폴폴,10,0,1,2013-06-24 20:13:00,0
