,nickname,text,score,like,dislike,time,watch_movie
31,유성(good****),"아니, 제작노트 열었는데 왜 영화스토리나 제작스토리의 상세내용이 아니라 왠 얼마의 수입을 벌여들였냐느니 이딴 글이 나오는데?-_- 블로그까지 둘러봐도 뻔한 스토리란 평이 다수던데 제작노트란을 열어뒀으면... 아오. ...",1,1,1,2013-06-23 20:43:00,0
32,NanaChris(amaz****),9.9 out of 10. cliche but still well-made.,10,1,1,2013-06-23 13:40:00,0
33,kejs****,식상한 내용인데.. 연출이 괜찮음. 남여주인공도 훈훈하고...보는 재미는 있음.,7,1,1,2013-06-23 01:09:00,0
34,파란(acjw****),굉장히 식상하고 뻔한 스토리인데 중국인들에게는 아직은 신선할수도...,6,1,1,2013-06-23 00:22:00,0
35,아웅(lcju****),우리네 안방극장에서 보던 이야기. 진부하다,4,1,1,2013-06-22 11:32:00,0
36,그린비(syus****),딸들이 하도 재미있다고 보자고 해서 봤는데 너무 재미있게 봤네요. 제 나이의 집안에 있는 주부들이 참 좋아할만한 영화인 듯 합니다~,10,1,1,2013-06-22 00:52:00,0
37,nys1****,굿,10,1,1,2013-06-20 11:45:00,0
38,박혜민(gpal****),아마 저런 사랑을 할수있다는것도 행운아닐까..,10,2,2,2018-05-22 21:53:00,0
39,황주성(diff****),진짜 온몸에 물이란 물은 다쏟아져나옴 ㅜ 와 16살남인데 미치렣네,10,2,2,2018-02-16 16:54:00,0
40,행복이왔어요(sina****),크리스마스이브날 이영화보며 혼자울었습니다..헤어진 그사람이생각나네요,10,2,2,2017-12-24 04:11:00,0
41,군생힘들다(ciy1****),펑펑우는 펑위옌을 보며 나도 펑펑울었다,8,2,2,2017-12-03 00:13:00,0
42,린린린(kbk2****),말이필요없을정도로 아름답운영화.살면서 한번쯤은 꼭봐야하는 영화다.,10,2,2,2017-10-22 13:48:00,0
43,yupg****,뻔하다...하지만슬프다  평점은7.9점주고싶다,7,2,2,2017-10-03 01:58:00,0
44,qkfk****,가슴아픈 눈물이 흐르는 명작,10,2,2,2017-09-06 05:57:00,0
45,sumw****,수지+이효리=바이바이허,10,2,2,2017-08-30 13:37:00,0
46,짱똥(lssr****),난 안뻔했고 진짜 기억에남는 영화 top5 너무 좋았음ㅠㅠㅠㅠ,10,2,2,2017-08-24 01:10:00,0
47,크크크(94ju****),이게 평점이 이리도 높다는게 이상... 개 비추 ㅋ 억지로 질질짜내는 한국스런 영화,1,2,2,2016-09-21 02:59:00,0
48,라라라라라라라라(haei****),보면서 같이 설레고 기분이 좋았던 영화그리고 순수한 사랑을 보여줬던 영화 인거 같다,10,2,2,2016-08-02 17:41:00,0
49,똥싸는중(mjh6****),중국어 수업시간 때 잠깐보고 집에와서 끝까지 다 봤어요.처음엔 단순한 로코인줄 알았는데... 끝으로 갈수록 눈물 펑펑 ㅠㅠ감사해요 너무 잘 봤어요,10,2,2,2016-07-18 23:19:00,0
50,rntj****,아 정말 울고싶을때보면 정말적합한 슬픈영화예요. 진부하지도 않고중간쯤이후부터 계속 눈물흘리며봣네요,10,2,2,2016-06-07 21:15:00,0
51,강캉(clys****),정말 슬프고도 잔한 사랑이야기,10,2,2,2016-06-04 20:27:00,0
52,nacl****,여자가 바라는 진짜 사랑 ♥_♥ 사랑해달라는 의미는 바로 이렇게 하는 사랑을 말하는 것임 ㅠㅡㅠ,10,2,2,2016-04-17 08:35:00,0
53,세상의모(rell****),변하지않는 사랑!그 한사람만을 위해...,10,2,2,2016-01-26 00:21:00,0
54,민미애(kkss****),진짜 사랑이  이런거네요?감동적입니다?오랫만에 뜨거운 눈물을 흘렸습니다 ?,10,2,2,2016-01-25 13:49:00,0
55,이송윤(godq****),휴지챙겨!!~~ㅠㅠ,10,2,2,2016-01-08 03:32:00,0
56,감만자(0114****),처음엔 그냥 로코물인줄 알았는데 나중에 진짜 개슬픔ㅜㅜ 밤에 혼자 보는데 혼자 꺼이꺼이..,10,2,2,2015-11-28 11:54:00,0
57,융(gjdn****),정말  뻔한 내용이긴 하던데 재미있게봄! 한국 배우들이  했으면  연기도 더  질  높게  했을 거  같은데.... 아쉬움,7,2,2,2015-11-07 00:55:00,0
58,Ikabon(noon****),초반부터 남자가 연극하는거 다 티나는건 그렇다치고 그걸 결국 말하게될때까지만 감동적이었음 그뒤에 여자기침할때 설마 피토하는거 아냐?ㅋㅋㅋ 하고 농담했는데 진짜 여자가 피토하는거 보고 정색하고 꺼버림,3,2,2,2015-11-02 20:18:00,0
59,기쁘미호두파이(rndr****),차오차오가 토마토죽순수프먹고 벹는모습볼때 리싱 가슴이 얼마나 찢어질듯 아팠을까.. 죽도록 사랑하는데 아무것도 해줄수있는게 없을때ㅠㅠ차오가 해준밥먹으며  리싱과 둘이 눈물흘릴때  너무 아팠어요ㅠㅠ그냥 다 뻔한데  왜이...,8,2,2,2015-10-15 10:09:00,0
60,bgfo****,여자주인공이 예뻐서 봤는데 이건 말이필요없는 쓰레기 영화제작에 들어간 돈도 아깝고 시간도 아깝고 가장 아까운건 이걸 보느라 낭비한 내시간,2,2,2,2015-10-09 07:03:00,0
61,우헤헤(dsze****),진짜 뻔한 내용. 보자마자 줄거리가 다 예측됨. 그런데 재미있음.,7,2,2,2015-10-07 20:49:00,0
62,즐(jkwc****),펑펑 울게 되는 영화 내가 이런 리뷰 같은거 안올리는데 이건 진짜 올릴 만 하다 너무 감동적인 영화,10,2,2,2015-08-21 14:42:00,0
63,에스델(kes0****),간만에 영화보다가 펑펑 울었네요신파라도 전 좋으네요^~~^,9,2,2,2015-07-18 17:52:00,0
64,Ryan(ippo****),고전 한국 멜로영화 느낌이 물씬난다. 가벼운 연애소설 한권을 속독한거 같다.,4,2,2,2015-05-06 01:10:00,0
65,스닉든산즈(deha****),내가 본 영화중 이렇게 많이 운건 처음 완전 슬퍼요ㅠㅠ,10,2,2,2015-04-10 20:38:00,0
66,킬소니(dhkd****),이런식상한 줄거리는 나도쓰겠다,3,2,2,2014-10-14 16:07:00,0
67,로디(j_fa****),남자주인공도 잘생겼고 여자주인공도 예뻤어요. 색감도 좋았고요. 그런데 갑자기 이야기가...;; 왜 이야기를 이렇게 끌고가야만 했는지 이해가 안 되네요. 아쉽습니다. 둘이 예쁘게 사랑하는 모습을 보여줬더라면 더 좋았을...,5,2,2,2014-10-08 12:42:00,0
68,ㅇ0ㅇ(wlse****),암이란 뻔한 스토리엿지만 뻔하고 진부하지않은 스토리로 여주가 죽는다는거에대해선 슬펐지만 재밌고 여운깊게 봤어요!이런 스토리 너무 좋네요ㅠㅠ,10,2,2,2014-08-04 03:34:00,0
69,서연(tjdu****),너무재밋는거같아요ㅠㅠㅠ감동과재미가섞여서좋은영화네요♡,10,2,2,2014-07-20 16:46:00,0
70,kimu****,나 왠만하면 평 안쓰는데 쓴다...25년만에 영화보고 처음 질질 울었다...OOOO거리면서 눈물 계속남..알면서 당하네..와나,10,2,2,2014-06-30 02:39:00,0
71,Gennady Golovkin(qlsl****),최고다! 더할말이 있는가?,10,2,2,2014-06-07 01:16:00,0
72,우봉이(tjwl****),중간까지는내남자친구의결혼식이랑완전똑같고 갑자기..ㅋㅋㅋ진짜어이없음 ㅋㅋ중간에나오고싶은거친구떄메참음,2,2,2,2013-07-31 21:09:00,0
73,유유(govl****),뻔한 스토리인데 나는 이 커플의 유치하지만 진한 사랑이 좋았다♥ 너무좋아~~♥♥,8,2,2,2013-07-12 10:57:00,0
74,sayl****,막장 아침 드라마를 본 느낌.영화 보면서 우는 사람들이 꽤되는거 같아서 감성이 풍부하다면 보는 것도 괜찮을 듯.단 남자랑 같이 보는 것은 비추.,4,2,2,2013-06-30 12:29:00,0
75,world(ghds****),이건 여화가 뭐래???  내용은 뻔히 보이는데.. 배우들의 감정이 그대로 전해지는... 그래서 마음이 너무 아파 보는 내내 눈물이 나고 가슴이 먹먹해서 너무 슬펐다는... 사랑하는 마음과 아파하는 마음이 내마음속에 ...,10,2,2,2013-06-27 10:10:00,0
76,선영(mool****),재밌었어요 흐흑ㅜㅜㅜ남자멋있엉 ㅜ ㅜ ㅜ,9,2,2,2013-06-25 00:00:00,0
77,바티스타(fuck****),한국드라마 급 스토리 전개지만 눈물이 나더군요... 재미 있고 슬프네요... 여자친구랑 같이 시사회 다녀왔는데 괜찮아요~,9,2,2,2013-06-22 22:05:00,0
78,아도니스김(kdmj****),스토리는 진부했지만 연기는 상큼했다....시사회로 봤는데 후반부에는 은근 웃음만났다~생각없이 보기에는 무난한~,7,2,2,2013-06-22 16:03:00,0
79,bqud****,굿!,9,2,2,2013-06-22 09:42:00,0
80,지얌(iamg****),너무 짜집기임 스토리가 너무 조잡해개연성이떨어짐 슬퍼서 눈물이나는데 이런영화에 우는 내가 짜증남 ㅋㅋㅋ,7,2,2,2013-06-22 05:55:00,0
81,늘함께(john****),제발 낚이지 마시길...도시락 싸가지고 다니며 말리고 싶은 쓰레기 영화주인공 암으로 죽는게 언제적 얘기냐?,10,2,2,2013-06-21 23:15:00,0
82,은뵤리(eunb****),내용은  다소 예상가는 스토리였지만 적당한 웃음과 적당한 눈물이 섞여있었던 좋은 영화였어요 ~,9,2,2,2013-06-21 13:00:00,0
83,ekff****,흥행했으면좋겠다,10,2,2,2013-06-21 01:57:00,0
84,somethingnew(bjra****),영화가 넘 착하고 순수하네요ㅎ 간만에 이런 영화 잘 봤습니다!,10,2,2,2013-06-20 09:55:00,0
85,흘려듣기(jssh****),오,8,2,2,2013-06-20 06:27:00,0
86,rjsg****,진짜개노잼이예요 친구가 보면 울거라고 보라는데 오줌한방울도 안나왔어요...,1,3,3,2019-03-07 16:07:00,0
87,사나로운(gris****),"결국 울게 된다. 한국인감독이 한국적감성으로 자연스레 중화권에 멋지게 풀어냈다. 진부한 스토리라 해도 마치 라면과 같은, 또 찾게 되고 또 울게 되는 어쩔 수 없는 사랑이야기이다.",10,3,3,2018-04-06 00:27:00,0
88,07ba****,왜 난 내용을 알고도 이렇게 당하는걸까요? 얼굴이 엉망진창이됐네요....,9,3,3,2017-04-09 23:13:00,0
89,ㅋㅋㅋㅋㅋ(skth****),뻔한건 그렇다치고 너무 이기적인거 아닌갘ㅋㅋㅋ 이건아닌거같습니다 남주무슨 호굽니까,1,3,3,2016-06-12 07:02:00,0
90,ksy1****,그냥 좋음 다 좋았음 예상한 결말이긴 하나 좋았음,10,3,3,2016-04-21 23:04:00,0
91,똑똑이(char****),첫 20분만 봐도 결말 나오고 점점 막장으로 흘러갑니다.,5,3,3,2015-12-28 18:55:00,0
92,hun2****,난 아직도 리싱이 왜 미안한지 모르겠다...마오마오가 그릇깨면서 차오차오가 5년간 거의 먹지못할때 넌 뭐했냐고 질타했을때 아무런 상황도 모르는 리싱이 뭘 할 수있었는지 난 아직도 잘 모르겠다,5,3,3,2015-03-05 18:00:00,0
93,kys4****,"예고편 안보고, 포스터 안보고, 추천으로 보게되었는데.. 정말 중간에 뻔하다고 웃었지만 점점 고여가는 내 ... 눈물쌤.... 정말 주르르 룩 운것 같다.  공감 된다면 ~",9,3,3,2015-02-14 01:26:00,0
94,숫싸슴(ashi****),"진부한 소재고는 따지지 않겠다. 그걸 어떻게 표현하냐에 따라 걸작,수작,평작,망작이 갈리는데 이 영화는... 내가 평론가도 아니고 왜 그런진 모르겠는데 아쉽지만 재미없다. 차라리 초반에 아웅다웅 다툴 때가 제일 낫다...",4,3,3,2014-09-07 17:37:00,0
95,RES(tngk****),진짜살면서 평점 처음 남기는 영화네요아 밤에 펑펑울다잠드네요 정말 좋은영화입니다! 강추,10,3,3,2014-07-29 01:34:00,0
96,elle(ghwj****),"진짜  눈물 펑펑 여자가 약버리는거보고 헤어진이유 알알았고, 드레스 고르러 갔을 때 남자마음도 알았지만... 진짜 눈물만 펑펑.  거의 나중 40분정도는 계속운듯.",10,3,3,2014-07-25 23:29:00,0
97,keai(keai****),신선하진 않지만 참 순수한 영화,8,3,3,2014-06-26 04:32:00,0
98,idea****,전형적인 유치 신파극... 영화자체가 지루하진 않았지만... 불치병 사랑이야기... 이젠 지겹다,2,3,3,2014-01-27 13:54:00,0
99,송파트윈스(87be****),오늘 압구정cgv에서 보고왔어요 ^^,10,3,3,2013-07-19 00:21:00,0
