,nickname,text,score,like,dislike,time,watch_movie
48,냠냠이(dbsk****),중국영화 보지도 않는데 처음브터 끝까지 집중하고 본영화 ㅜㅜ 어디선가 봤을법한 내용이지만 웃기도하고 후반부에는 눙무리 ㅜㅜ 계속울게된당,10,0,0,2015-03-02 02:20:00,0
49,광현느님(chun****),예쁘고 순수하고 사랑스럽지만 너무나도 슬펐던 영화. 진짜 간만에 펑펑 울었네요,9,0,0,2015-02-20 02:41:00,0
50,클레어(song****),뻔한 내용이지만 볼만은 했음. 눈물 줄줄 나도록 노리고 만든 신파인걸 뻔히 알겠는데 결국에 울수밖에 없더라는..,7,0,0,2015-02-20 01:56:00,0
51,쇼리(zmzm****),진짜 꺼이꺼이 울었다 눈물이 계속 나옴,10,0,0,2015-02-03 23:05:00,0
52,쟈니보이(nasu****),그녀의 도자기에 담아 마시는 커피는 어떤 맛일까?,10,0,0,2015-01-28 23:13:00,0
53,qkrd****,폭풍감동 진짜사랑..,10,0,0,2015-01-20 20:40:00,0
54,깝겸이(whss****),나도 저렇게 사랑 할 수 있을까 많은걸 배우게 되는영화 ㅠ,10,0,0,2015-01-18 07:13:00,0
55,꺄꺄꺄(dyth****),어떤 내용일지 보이지만 배우들이 연기를 잘해서 빠져들어 보게된 영화 여자주인공은 어떻게 보면 약간 수지 닮았.... 남자주인공은 그냥 존잘...,10,0,0,2015-01-18 06:41:00,0
56,로망(vvv1****),"진짜 재밌게 봤어요ㅠㅠㅠ 이거 보고 안 우는 사람은 감정이 메마르다는 말 밖에는 못하겠네요. 처음에는 코믹요소로 작용되는 점이 많아서 웃기기도 하고, 질투하는 게 귀여워서 정말 재밌게 봤구요. 후반부로 갈수록.......",10,0,0,2015-01-11 01:43:00,0
57,dnf7****,처음에 여주인공이랑 남주인공이 너무 개념이없어서 뭐이런영화가 다있나 하고 끌라고 했는데 중간에 확바뀌면서 그때부터 몰입했다.,8,0,0,2015-01-07 18:44:00,0
58,츄(rin7****),전 집에서 봤지만 정말 꺽꺽거리면서 울었습니다보고나서 한시간정도를 더 운거같네요진짜 이별하고 다시만나는순간을 경험하거나 기다리는 사람이라면 안울수가 없네요,10,0,0,2015-01-04 20:07:00,0
59,냥냥이(wgw9****),뻔한거 다아는데 눈물이 ㅠ ㅠ,10,0,0,2015-01-01 02:51:00,0
60,스펀지밥(hyun****),친구한테 그시절우리가 좋아했던 소녀  추천해줬더니  이별계약을 추천받았다.,10,0,0,2014-12-28 15:24:00,0
61,산들산들(ngho****),스토리가 뻔하지만.. 영상이 예쁘다... 한국감독이 찍었지만 한국영화 때깔이 아니다.,8,0,0,2014-12-27 22:24:00,0
62,stephanie(gksk****),완전 짱짱짱!!!앞부분 조금만 봐도 뻔한 스토리지만 중간중간 코믹요소와 배우들이 케릭터에 대한 연기를 너무잘해서... 몰입이 너무잘되네요ㅠ이거 학교에서 본건데 대부분애들 울었어요ㅠ,10,0,0,2014-12-24 16:53:00,0
63,유나짱(marc****),너무 흔한 사랑이야기.,7,0,0,2014-12-23 18:20:00,0
64,승혜(seun****),진짜 마지막에 펑펑 울었어요. 감동적이었고~ 사실약간 막장의 끼가 있지만 좋은 막장 영화였다고 해야되낭 :),10,0,0,2014-12-17 10:26:00,0
65,김박김박김(chan****),슬픈영환지 모르고봤다가 폭풍오열함...흔한스토리이긴한데 펑위엔의 슬픈표정때문에 더 슬펐던듯 그냥하나하나 몰입도잘되고..진짜 슬픔ㅠㅠ,9,0,0,2014-12-11 00:54:00,0
66,기분찬하루(sss8****),보면서 후반부에 눈물이 글썽글썽 ... 정말이지 간만에 제대로된 로맨스 영화를  봤습니다. 강추에요. 하지만 중간에 좀 뜬금없는 설정이긴 해서 -_-ㅋ,9,0,0,2014-10-31 18:11:00,0
67,사랑love(tndh****),뻔해서 더좋다 사랑을 위해 다 포기할 수 있다는면을 보여준 영화,10,0,0,2014-09-20 23:28:00,0
68,alay****,오랜만에 눈물 쏙 뺄수있는 좋은영화 만나고갑니다 마지막 ost도 너무 좋네요,10,0,0,2014-09-19 15:52:00,0
69,오원빈짱(rnld****),"뻔하지만 뻔하지 않은, 서로 다른 밀당을 하고  엄청난 마음아픈 이야기가 펼쳐지고 있다.  너무.... 슬프다. 그리고 많이 슬프다. 그냥 막 울었다. ㅠㅠ 슬퍼",10,0,0,2014-09-14 23:16:00,0
70,ㅇㅎㅇ(mbs1****),일단 배우들이 연기를너무 잘 소화해서 영화스토리가 더욱더 살아난거같고뻔한스토리임에도 불구하고두고두고 기억에남을 영화였다^^,10,0,0,2014-09-14 20:10:00,0
71,박수현(ppsh****),"뻔하다고하는 내용들이 많은데, 나에게는 색달랏던 영화이다 중간에 반전이 었고, 내용이 좋은 영화 인것 같다눈물이 펑펑나는 영화였다",10,0,0,2014-09-08 14:02:00,0
72,이주연(last****),정말슬퍼요 또보고싶은 그런영화,8,0,0,2014-09-06 15:09:00,0
73,멋쟁이(znsv****),개꿀잼이다 ㅜ개슬프네...,10,0,0,2014-08-31 02:16:00,0
74,mnnjob(ksy3****),너무 잘봤습니다...,10,0,0,2014-08-30 21:31:00,0
75,초코에몽(p_ru****),중국친구가 추천해서 봤어요. 완전 유치한데 뻔한데 펑펑 울었어요 ㅠㅠ,8,0,0,2014-08-30 03:18:00,0
76,따라쟁이(dang****),소리내어서 울고싶은.. 가슴아픈 사랑이야기전문가 평점은 멍멍이한테.꼭 보세요~,10,0,0,2014-08-29 00:48:00,0
77,콩지(hm39****),영화 중반부부터 약간의 반전으로 감동시킨것두 모자라서 가슴이 절절하고도 아린 둘의 영원한 사랑얘기가 참 와닿았습니다. 가끔씩 자신의 첫사랑이나 정말로 사랑했던 ‘그 사람’이 그리울 때 보면 좋을 영화입니다.,10,0,0,2014-08-25 02:01:00,0
78,영락아(tkda****),슬프다 근데 마지막에 가게에서 결혼사진있던데 그거 차오차오랑 찍은거겠죠?,9,0,0,2014-08-24 12:32:00,0
79,티렁비(gkrj****),졸라 뻔한데 졸라 슬퍼ㅠㅠ그래도 결말은 내 생각과 달랐음 그렇게 뻔하지도않은 듯...아무튼 다 알고도 꺼익꺼익 울었다,8,0,0,2014-08-17 01:06:00,0
80,sjy8****,잔잔하게 보는 장면장면이 설레고 애잔해졌다..,9,0,0,2014-08-02 19:01:00,0
81,진바라기(seri****),"오랜만에 보는 멜로영화네요. 한국 감독이 만들어서 그런지 공감하면서 재밌게 본 영화입니다. 요즘 안구 건조증으로 고생하는데, 이 영화 보면서 오랜만에 눈물 흘려봤네요. 오랜만에 보는 슬프지만, 훈훈한 영화~~",8,0,0,2014-07-28 00:37:00,0
82,알럽알슈쿠림(nayo****),한시간은 재밌게보다가 나머지한시간은 계속눈물샘폭발이에요..아 정말슬픈내용이에요,10,0,0,2014-06-21 00:13:00,0
83,썬녀님(0165****),보는내내 재밌고 마지막엔 슬펐음,10,0,0,2014-06-12 12:58:00,0
84,가영(eotj****),진짜감동인데평점이낮아서,10,0,0,2014-06-08 18:36:00,0
85,Mirae(futu****),10년전 가을동화같은 한국 신파 드라마 수준 정도...유치하고 진부한 영화지만 그래도 펑위옌 눈빛에 푹 빠져서 보았음,7,0,0,2014-05-09 21:20:00,0
86,happy(dlwl****),눈물이정말많이 하...,10,0,0,2014-05-08 02:00:00,0
87,라떼향(clic****),이들 사랑이 너무나 순수해서 더 눈물이 나네요.이런 아름다운 사랑이 ...요즘처럼 쉽고 퇴색된 사랑아닌 사랑속에서... 더욱 싹트길바래요,10,0,0,2014-05-03 20:13:00,0
88,gpal(tmzj****),결말이 이거겠구나 했지만 스토리 자체도 완벽했고. 배우들이연기를 너무 잘한다  너무 몰입해서  엄청 서럽게 울었다. 본 로맨스중 제일 슬펐다. 수지가 차오차오역 맡은분을 닮았네요 ㅇ이뻐요  이 영화  대박  강추해요...,10,0,0,2014-04-22 23:48:00,0
89,뿅뾰옹야(unsh****),아.... 무쟈게 슬프네요,10,0,0,2014-04-22 23:05:00,0
90,유토피아(capu****),기대없이 무심코 본 영화...보는 내내 가슴속에 새겨져 버린...눈물나도록 감동적이다.첫사랑과 코믹의 요소가 적절히 이루어져 감동을 더한다.여러번 보아도 감동은 줄지 않는다...오랜만에 본 최고의 영화!,10,0,0,2014-04-20 20:54:00,0
91,김팽(jesu****),기대이상 가슴이 아렸던 영화.음악도영상도. 너무예쁘고 좋았던것같아요.여주 꼭 수지닮았네요.,10,0,0,2014-04-19 17:33:00,0
92,월플라워(risi****),로맨틱 코미디 + 멜로의 전형적인 수순을 밟는 영화이지만 그렇기에 편안하게 지루하지않게 볼 수 있었다. 너무 슬프다 ㅜㅜ,10,0,0,2014-04-14 00:39:00,0
93,tjdg****,"이 영화를 보면서 정말 감동적이고 뻔하지만, 슬프기도 하고 사랑이라는게 어떤 것인지 느끼게 해준 대단한 영화",10,0,0,2014-04-06 16:17:00,0
94,BAZINGA(hmkb****),참 예쁜 영화. 보면서 눈물이...,10,0,0,2014-04-05 19:43:00,0
95,샤넬(bjy8****),"뻔한 스토리속에 배우들 연기가 영화를 살렷다고해도 무방할정도로(여주,남주) 캐릭터 특징이나 개성을 잘표현해 끝날때까지 지루하지않고 잘봤습니다",8,0,0,2014-04-02 03:40:00,0
96,jinsworld(codu****),별생각없이 봤다가 진한 여운이 남은 영화... 슬프다,10,0,0,2014-03-28 01:55:00,0
97,마토인(gras****),워크투리멤버랑 좀 비슷한 영화 같다. 내용 다 알고 봤는데 너무 슬펐다. 안 울 수가 없는 영화같다. 뻔한스토리지만 만족스러운 영화인것 같다.,9,0,0,2014-03-27 00:07:00,0
98,hhhj****,재밌어요남자주인공이 멋있네요,10,0,0,2014-03-26 23:33:00,0
99,르니(runa****),"눈물이 안 흐를 수가 없는 영화. 서로를 향한 순수하고 아름다운 사랑이 너무 예쁘지만, 그들의 사이를 막는 장애물때문에 가슴 시린영화. 하지만 보고나면 슬프지만 행복해지는 그런 영화.",10,0,0,2014-03-24 23:32:00,0
