형태소,품사,분류,카운트
했을것이야,Verb,말할 수 없는 비밀,1
했을까,Verb,5일의마중,1
했을까,Verb,그시절 우리가 좋아했던 소녀,9
했을까,Verb,나의 소녀시대,1
했을까,Verb,말할 수 없는 비밀,3
했을까,Verb,패왕별희,3
했을듯,Verb,그시절 우리가 좋아했던 소녀,2
했을듯,Verb,나의 소녀시대,1
했을듯,Verb,말할 수 없는 비밀,1
했을듯,Verb,청설,1
했을듯,Verb,패왕별희,1
했을진,Verb,그시절 우리가 좋아했던 소녀,1
했을텐데,Verb,그시절 우리가 좋아했던 소녀,8
했을텐데,Verb,말할 수 없는 비밀,3
했음,Verb,5일의마중,3
했음,Verb,그시절 우리가 좋아했던 소녀,13
했음,Verb,나의 소녀시대,10
했음,Verb,말할 수 없는 비밀,41
했음,Verb,청설,6
했음,Verb,패왕별희,5
했음에도,Verb,말할 수 없는 비밀,2
했잖아요,Verb,5일의마중,1
했죠,Verb,말할 수 없는 비밀,1
했죠,Verb,패왕별희,1
했지,Verb,그시절 우리가 좋아했던 소녀,1
했지,Verb,나의 소녀시대,3
했지,Verb,말할 수 없는 비밀,7
했지,Verb,청설,1
했지,Verb,패왕별희,1
했지마,Verb,패왕별희,1
했지만,Verb,5일의마중,3
했지만,Verb,그시절 우리가 좋아했던 소녀,37
했지만,Verb,나의 소녀시대,42
했지만,Verb,말할 수 없는 비밀,113
했지만,Verb,청설,10
했지만,Verb,패왕별희,12
했지만은,Verb,청설,1
행,Noun,그시절 우리가 좋아했던 소녀,2
행,Noun,나의 소녀시대,1
행각,Noun,말할 수 없는 비밀,1
행동,Noun,그시절 우리가 좋아했던 소녀,12
행동,Noun,나의 소녀시대,4
행동,Noun,말할 수 없는 비밀,7
행동,Noun,청설,2
행동,Noun,패왕별희,4
행렬,Noun,말할 수 없는 비밀,1
행벅햇던,Noun,그시절 우리가 좋아했던 소녀,1
행보,Noun,말할 수 없는 비밀,1
행복,Noun,5일의마중,2
행복,Noun,그시절 우리가 좋아했던 소녀,8
행복,Noun,나의 소녀시대,3
행복,Noun,말할 수 없는 비밀,6
행복,Noun,시절인연,3
행복,Noun,청설,3
행복감,Noun,청설,1
행복하게,Adjective,그시절 우리가 좋아했던 소녀,5
행복하게,Adjective,나의 소녀시대,1
행복하게,Adjective,말할 수 없는 비밀,4
행복하게,Adjective,시절인연,2
행복하게,Adjective,청설,2
행복하게,Adjective,패왕별희,1
행복하겟죠,Adjective,그시절 우리가 좋아했던 소녀,1
행복하고,Adjective,그시절 우리가 좋아했던 소녀,4
행복하고,Adjective,나의 소녀시대,5
행복하고,Adjective,시절인연,1
행복하고,Adjective,청설,2
행복하구,Adjective,그시절 우리가 좋아했던 소녀,1
행복하기도,Adjective,말할 수 없는 비밀,1
행복하기를,Adjective,나의 소녀시대,1
행복하기를,Adjective,말할 수 없는 비밀,1
행복하기를,Adjective,청설,1
행복하길,Adjective,그시절 우리가 좋아했던 소녀,9
행복하길,Adjective,청설,1
행복하네요,Adjective,나의 소녀시대,1
행복하네요,Adjective,말할 수 없는 비밀,1
행복하는걸,Adjective,그시절 우리가 좋아했던 소녀,1
행복하다,Adjective,그시절 우리가 좋아했던 소녀,3
행복하다,Adjective,나의 소녀시대,1
행복하다,Adjective,말할 수 없는 비밀,5
행복하다,Adjective,청설,1
행복하다,Adjective,패왕별희,1
행복하다고,Adjective,나의 소녀시대,1
행복하다는,Adjective,5일의마중,1
행복하다는,Adjective,그시절 우리가 좋아했던 소녀,2
행복하다는게,Adjective,그시절 우리가 좋아했던 소녀,1
행복하면서도,Adjective,그시절 우리가 좋아했던 소녀,1
행복하소서,Adjective,그시절 우리가 좋아했던 소녀,1
행복하자,Adjective,패왕별희,1
행복한,Adjective,그시절 우리가 좋아했던 소녀,12
행복한,Adjective,나의 소녀시대,6
행복한,Adjective,말할 수 없는 비밀,17
행복한,Adjective,청설,8
행복한,Adjective,패왕별희,3
행복한듯,Adjective,나의 소녀시대,1
행복한지,Adjective,그시절 우리가 좋아했던 소녀,1
행복할,Adjective,그시절 우리가 좋아했던 소녀,1
행복할거,Adjective,그시절 우리가 좋아했던 소녀,1
행복할것이다,Adjective,그시절 우리가 좋아했던 소녀,1
행복할까,Adjective,5일의마중,1
행복할꺼,Adjective,나의 소녀시대,1
행복할듯,Adjective,그시절 우리가 좋아했던 소녀,1
행복함,Adjective,그시절 우리가 좋아했던 소녀,1
행복함,Adjective,청설,1
행복함과,Adjective,그시절 우리가 좋아했던 소녀,1
행복합니다,Adjective,말할 수 없는 비밀,4
행복합니다,Adjective,청설,1
행복해,Adjective,5일의마중,1
행복해,Adjective,말할 수 없는 비밀,1
행복해,Adjective,청설,1
행복해서,Adjective,청설,1
행복해야해,Adjective,그시절 우리가 좋아했던 소녀,1
행복해요,Adjective,나의 소녀시대,1
행복해요,Adjective,말할 수 없는 비밀,1
행복해졌다,Adjective,나의 소녀시대,1
행복해졌다,Adjective,말할 수 없는 비밀,1
행복해졌어요,Adjective,말할 수 없는 비밀,1
행복해지게,Adjective,그시절 우리가 좋아했던 소녀,1
행복해지고,Adjective,그시절 우리가 좋아했던 소녀,1
행복해지길,Adjective,그시절 우리가 좋아했던 소녀,1
행복해지는,Adjective,나의 소녀시대,5
행복해지는,Adjective,말할 수 없는 비밀,3
행복해지는,Adjective,청설,8
행복해진다,Adjective,말할 수 없는 비밀,1
행복해진다,Adjective,시절인연,1
행복해진다,Adjective,청설,1
행복해질,Adjective,그시절 우리가 좋아했던 소녀,1
행복했고,Adjective,그시절 우리가 좋아했던 소녀,2
행복했고,Adjective,나의 소녀시대,1
행복했고,Adjective,말할 수 없는 비밀,1
행복했고,Adjective,청설,1
행복했네요,Adjective,나의 소녀시대,1
행복했다,Adjective,그시절 우리가 좋아했던 소녀,1
행복했다,Adjective,나의 소녀시대,2
행복했다,Adjective,말할 수 없는 비밀,7
행복했다,Adjective,청설,1
행복했다,Adjective,패왕별희,1
행복했던,Adjective,그시절 우리가 좋아했던 소녀,8
행복했던,Adjective,말할 수 없는 비밀,4
행복했습니다,Adjective,나의 소녀시대,2
행복했습니다,Adjective,말할 수 없는 비밀,1
행복했습니다,Adjective,청설,1
행복했어,Adjective,그시절 우리가 좋아했던 소녀,1
행복했어요,Adjective,그시절 우리가 좋아했던 소녀,2
행복했어요,Adjective,나의 소녀시대,4
행복했어요,Adjective,말할 수 없는 비밀,1
행복했어요,Adjective,청설,2
행복했으면,Adjective,패왕별희,1
행복했을텐데,Adjective,나의 소녀시대,1
행복했음,Adjective,말할 수 없는 비밀,1
행복했음,Adjective,청설,1
행실,Noun,말할 수 없는 비밀,1
행온,Noun,나의 소녀시대,1
행운,Noun,그시절 우리가 좋아했던 소녀,3
행운,Noun,나의 소녀시대,12
행운,Noun,말할 수 없는 비밀,14
행운,Noun,청설,2
행운,Noun,패왕별희,4
행위,Noun,그시절 우리가 좋아했던 소녀,1
행위,Noun,말할 수 없는 비밀,1
행진,Noun,말할 수 없는 비밀,1
행크스,Noun,말할 수 없는 비밀,1
행태,Noun,말할 수 없는 비밀,1
햊,Noun,그시절 우리가 좋아했던 소녀,1
햌,Noun,청설,1
햐,Noun,그시절 우리가 좋아했던 소녀,1
햐,Noun,말할 수 없는 비밀,3
햐봣,Noun,나의 소녀시대,1
햔실적,Noun,그시절 우리가 좋아했던 소녀,1
향,Noun,5일의마중,3
향,Noun,그시절 우리가 좋아했던 소녀,4
향,Noun,말할 수 없는 비밀,2
향,Noun,청설,2
향,Noun,패왕별희,3
향기,Noun,5일의마중,1
향기,Noun,그시절 우리가 좋아했던 소녀,3
향기,Noun,말할 수 없는 비밀,2
향기로운,Adjective,그시절 우리가 좋아했던 소녀,1
향냄새,Noun,패왕별희,1
향상,Noun,5일의마중,1
향수,Noun,그시절 우리가 좋아했던 소녀,10
향수,Noun,나의 소녀시대,9
향수,Noun,말할 수 없는 비밀,1
향수,Noun,시절인연,1
향수,Noun,청설,1
향연,Noun,나의 소녀시대,1
향연,Noun,말할 수 없는 비밀,4
향연,Noun,패왕별희,2
향유,Noun,나의 소녀시대,2
향항,Noun,5일의마중,1
향후,Noun,말할 수 없는 비밀,1
헀,Noun,나의 소녀시대,1
헀,Noun,말할 수 없는 비밀,1
헀으,Noun,말할 수 없는 비밀,1
허,Verb,그시절 우리가 좋아했던 소녀,15
허,Verb,나의 소녀시대,5
허,Verb,말할 수 없는 비밀,60
허,Verb,청설,4
허,Verb,패왕별희,2
허걱,Noun,말할 수 없는 비밀,2
허구,Noun,5일의마중,1
허구,Noun,말할 수 없는 비밀,2
허구,Noun,패왕별희,2
허구성,Noun,말할 수 없는 비밀,3
허나,Verb,5일의마중,1
허나,Verb,그시절 우리가 좋아했던 소녀,3
허나,Verb,나의 소녀시대,1
허나,Verb,말할 수 없는 비밀,16
허나,Verb,청설,1
허나,Verb,패왕별희,1
허네,Verb,5일의마중,1
허네,Verb,청설,1
허니,Noun,그시절 우리가 좋아했던 소녀,1
허니,Noun,나의 소녀시대,2
허덕이게,Verb,말할 수 없는 비밀,1
허들,Noun,나의 소녀시대,1
허락,Noun,그시절 우리가 좋아했던 소녀,1
허락,Noun,말할 수 없는 비밀,1
허랑,Verb,그시절 우리가 좋아했던 소녀,3
허렁,Noun,말할 수 없는 비밀,1
허를,Verb,말할 수 없는 비밀,1
허면,Verb,나의 소녀시대,1
허무,Noun,그시절 우리가 좋아했던 소녀,1
허무,Noun,나의 소녀시대,1
허무,Noun,말할 수 없는 비밀,5
허무맹랑,Noun,말할 수 없는 비밀,6
허무하게,Adjective,그시절 우리가 좋아했던 소녀,1
허무하게,Adjective,말할 수 없는 비밀,1
허무하긴,Adjective,나의 소녀시대,1
허무하다,Adjective,그시절 우리가 좋아했던 소녀,1
허무하다,Adjective,말할 수 없는 비밀,2
허무하다,Adjective,패왕별희,1
허무하다는데,Adjective,말할 수 없는 비밀,1
허무하단,Adjective,말할 수 없는 비밀,1
허무하지만,Adjective,그시절 우리가 좋아했던 소녀,1
허무하지만,Adjective,말할 수 없는 비밀,2
허무하지만,Adjective,청설,1
허무한,Adjective,그시절 우리가 좋아했던 소녀,1
허무한,Adjective,말할 수 없는 비밀,3
허무한거,Adjective,말할 수 없는 비밀,1
허무한다,Adjective,말할 수 없는 비밀,1
허무한다고,Adjective,말할 수 없는 비밀,1
허무한듯,Adjective,말할 수 없는 비밀,1
허무함,Adjective,말할 수 없는 비밀,2
허무함만,Adjective,말할 수 없는 비밀,1
허무함을,Adjective,말할 수 없는 비밀,1
허무해,Adjective,그시절 우리가 좋아했던 소녀,1
허무해도,Adjective,말할 수 없는 비밀,1
허무해서,Adjective,나의 소녀시대,1
허무해서,Adjective,말할 수 없는 비밀,2
허물,Noun,말할 수 없는 비밀,1
허보다,Verb,그시절 우리가 좋아했던 소녀,1
허비하는,Adjective,나의 소녀시대,1
허세,Noun,그시절 우리가 좋아했던 소녀,1
허세,Noun,나의 소녀시대,1
허세,Noun,말할 수 없는 비밀,1
허세,Noun,시절인연,1
허수아비,Noun,나의 소녀시대,1
허아,Verb,말할 수 없는 비밀,2
허언증,Noun,나의 소녀시대,1
허영란,Noun,청설,1
허와,Verb,그시절 우리가 좋아했던 소녀,1
허우,Verb,말할 수 없는 비밀,1
허우적거리는,Verb,말할 수 없는 비밀,1
허유,Noun,말할 수 없는 비밀,1
허으,Verb,말할 수 없는 비밀,4
허이재,Noun,말할 수 없는 비밀,1
허전하고,Adjective,말할 수 없는 비밀,1
허전하고,Adjective,청설,1
허전하다,Adjective,말할 수 없는 비밀,1
허전하지,Adjective,청설,1
허전한,Adjective,그시절 우리가 좋아했던 소녀,1
허전한,Adjective,말할 수 없는 비밀,4
허전해,Adjective,말할 수 없는 비밀,1
허전했기에,Adjective,패왕별희,1
허접스러운,Adjective,말할 수 없는 비밀,1
허탈함과,Adjective,그시절 우리가 좋아했던 소녀,1
허탈함이있기에,Adjective,그시절 우리가 좋아했던 소녀,1
허탈함하지만,Adjective,그시절 우리가 좋아했던 소녀,1
허탈했다가,Adjective,그시절 우리가 좋아했던 소녀,1
허투루된,Noun,패왕별희,1
허하지만,Verb,말할 수 없는 비밀,1
허한,Verb,나의 소녀시대,1
허허,Adverb,그시절 우리가 좋아했던 소녀,1
허허,Adverb,나의 소녀시대,1
허허,Adverb,말할 수 없는 비밀,4
허허,Adverb,청설,1
허허,Exclamation,그시절 우리가 좋아했던 소녀,1
허허허헣,Noun,나의 소녀시대,1
허황,Noun,나의 소녀시대,1
허황,Noun,말할 수 없는 비밀,2
헉,Adverb,말할 수 없는 비밀,12
헉헉,Adverb,말할 수 없는 비밀,1
헌,Modifier,말할 수 없는 비밀,1
헌금,Noun,말할 수 없는 비밀,1
헌다,Verb,말할 수 없는 비밀,1
헌데,Verb,말할 수 없는 비밀,3
헌못,Verb,말할 수 없는 비밀,1
헌신,Noun,5일의마중,1
헌신,Noun,말할 수 없는 비밀,3
헌신,Noun,패왕별희,1
헌하오,Verb,말할 수 없는 비밀,1
헐,Exclamation,말할 수 없는 비밀,3
헐,Verb,그시절 우리가 좋아했던 소녀,7
헐,Verb,나의 소녀시대,1
헐,Verb,말할 수 없는 비밀,32
헐,Verb,청설,4
헐나이,Verb,말할 수 없는 비밀,1
헐리우드,Noun,5일의마중,1
헐리우드,Noun,말할 수 없는 비밀,3
헐리우드,Noun,패왕별희,1
헐어,Verb,말할 수 없는 비밀,2
헐우,Verb,말할 수 없는 비밀,1
헐음,Verb,말할 수 없는 비밀,1
험,Verb,말할 수 없는 비밀,1
헛,Noun,그시절 우리가 좋아했던 소녀,1
헛,Noun,나의 소녀시대,1
헛,Noun,말할 수 없는 비밀,2
헛되,Noun,그시절 우리가 좋아했던 소녀,1
헛된것,Noun,그시절 우리가 좋아했던 소녀,1
헛된일도많,Noun,그시절 우리가 좋아했던 소녀,1
헛본거,Noun,말할 수 없는 비밀,1
헛소리,Noun,나의 소녀시대,2
헛소리,Noun,말할 수 없는 비밀,1
헛점,Noun,말할 수 없는 비밀,5
헛점들,Noun,그시절 우리가 좋아했던 소녀,1
헝,Noun,그시절 우리가 좋아했던 소녀,2
헝,Noun,말할 수 없는 비밀,4
헝허어헝헣,Noun,그시절 우리가 좋아했던 소녀,1
헝헝,Noun,그시절 우리가 좋아했던 소녀,1
헝헝,Noun,말할 수 없는 비밀,1
헤,Noun,그시절 우리가 좋아했던 소녀,1
헤,Noun,나의 소녀시대,1
헤,Noun,말할 수 없는 비밀,1
헤네시,Noun,말할 수 없는 비밀,1
헤드셋,Noun,말할 수 없는 비밀,1
헤드윅,Noun,말할 수 없는 비밀,1
헤리,Noun,나의 소녀시대,1
헤메,Noun,말할 수 없는 비밀,1
헤벨,Noun,나의 소녀시대,1
헤아리기,Verb,5일의마중,1
헤어,Noun,그시절 우리가 좋아했던 소녀,16
헤어,Noun,나의 소녀시대,21
헤어,Noun,말할 수 없는 비밀,37
헤어,Noun,청설,3
헤어,Noun,패왕별희,7
헤어스타일,Noun,나의 소녀시대,7
헤어져,Verb,그시절 우리가 좋아했던 소녀,1
헤어져서,Verb,그시절 우리가 좋아했던 소녀,1
헤어져아,Verb,말할 수 없는 비밀,1
헤어졌다,Verb,그시절 우리가 좋아했던 소녀,1
헤어졌다가,Verb,나의 소녀시대,1
헤어졌다고,Verb,그시절 우리가 좋아했던 소녀,3
헤어졌지만,Verb,말할 수 없는 비밀,1
헤어지고,Verb,그시절 우리가 좋아했던 소녀,7
헤어지는,Verb,그시절 우리가 좋아했던 소녀,4
헤어지는거야,Verb,그시절 우리가 좋아했던 소녀,1
헤어지는게,Verb,그시절 우리가 좋아했던 소녀,2
헤어진,Verb,그시절 우리가 좋아했던 소녀,6
헤어진,Verb,나의 소녀시대,2
헤어진,Verb,말할 수 없는 비밀,3
헤어질,Verb,그시절 우리가 좋아했던 소녀,1
헤어질,Verb,나의 소녀시대,1
헤어짐,Verb,그시절 우리가 좋아했던 소녀,1
헤어짐과,Verb,그시절 우리가 좋아했던 소녀,1
헤에,Exclamation,말할 수 없는 비밀,1
헤이진,Noun,말할 수 없는 비밀,1
헤집고,Verb,패왕별희,1
헤피앤딩,Noun,그시절 우리가 좋아했던 소녀,1
헤피엔딩,Noun,그시절 우리가 좋아했던 소녀,1
헤피엔딩,Noun,말할 수 없는 비밀,2
헤헤,Noun,그시절 우리가 좋아했던 소녀,2
헤헤,Noun,나의 소녀시대,3
헤헤,Noun,말할 수 없는 비밀,1
헷갈려,Adjective,말할 수 없는 비밀,1
헷갈려서,Adjective,말할 수 없는 비밀,1
헷갈렸지만,Adjective,말할 수 없는 비밀,1
헷갈리긴,Adjective,말할 수 없는 비밀,1
헷갈리지만,Adjective,말할 수 없는 비밀,1
헷길릴정,Noun,말할 수 없는 비밀,1
헹,Noun,말할 수 없는 비밀,1
헿,Exclamation,그시절 우리가 좋아했던 소녀,1
혀,Noun,그시절 우리가 좋아했던 소녀,2
혀,Noun,나의 소녀시대,1
혀,Noun,말할 수 없는 비밀,2
혁명,Noun,5일의마중,5
혁명,Noun,말할 수 없는 비밀,1
혁명,Noun,패왕별희,8
현,Modifier,5일의마중,2
현,Modifier,그시절 우리가 좋아했던 소녀,10
현,Modifier,나의 소녀시대,6
현,Modifier,말할 수 없는 비밀,9
현,Modifier,패왕별희,19
현,Noun,그시절 우리가 좋아했던 소녀,1
현,Noun,나의 소녀시대,2
현,Noun,말할 수 없는 비밀,3
현기증,Noun,패왕별희,1
현대,Noun,5일의마중,1
현대,Noun,말할 수 없는 비밀,2
현대,Noun,패왕별희,2
현대인,Noun,패왕별희,1
현란한,Adjective,말할 수 없는 비밀,2
현명한,Adjective,그시절 우리가 좋아했던 소녀,1
현모양처,Noun,패왕별희,1
현빈,Noun,말할 수 없는 비밀,1
현상,Noun,그시절 우리가 좋아했던 소녀,1
현실,Noun,5일의마중,6
현실,Noun,그시절 우리가 좋아했던 소녀,119
현실,Noun,나의 소녀시대,25
현실,Noun,말할 수 없는 비밀,50
현실,Noun,시절인연,1
현실,Noun,청설,10
현실,Noun,패왕별희,15
현아,Noun,나의 소녀시대,2
현아,Noun,말할 수 없는 비밀,1
현이,Noun,말할 수 없는 비밀,1
현자,Noun,그시절 우리가 좋아했던 소녀,1
